action,action_index,approval_required,audit_id,case_id,deterministic_eligible,evidence_refs,item_type,predicted_family,rationale,retrieval_query,route,sources,checker_a_label,checker_a_reason,checker_b_label,checker_b_reason,strict_refined_decision,strict_refined_reason
NOTIFY_OPERATOR,2,False,EG-O-0094,ieee-access-0042,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DDoS,Detector confidence is below the validated threshold.,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,escalate,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"NIST excerpt supports tracking incident response status and automatically reporting confirmed incidents, which aligns with operator notification, but not specifically because detector confidence is below threshold.",generally_supported,"NIST SP 800-61r3 says detection technologies should automatically report incidents they have confirmed, which generally supports reporting/notification in incident response. However, it does not specifically justify notifying an operator because detector confidence is below threshold.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,1,False,EG-O-0095,ieee-access-0043,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,Collect additional evidence before a disruptive decision.,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The cited excerpts do not support capturing traffic before a disruptive decision for DDoS.,unsupported,"No excerpt supports traffic capture or evidence collection. The cited text concerns TCP filtering behavior, authentication attempt limiting, and RPL routing.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0096,ieee-access-0043,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,Detector confidence is below the validated threshold.,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The excerpts discuss protocol behavior and DoS resistance, but not notifying an operator due to low detector confidence.",unsupported,"The cited excerpts do not address notifying an operator or using human review when confidence is low; they concern packet filtering, authentication throttling, and routing.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0097,ieee-access-0044,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,Collect additional evidence before a disruptive decision.,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The excerpts do not support traffic capture as a DDoS response.,unsupported,None of the provided excerpts support capturing traffic for additional evidence. They are unrelated to packet capture or forensic collection.,remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0098,ieee-access-0044,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,Detector confidence is below the validated threshold.,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,No cited evidence supports notifying an operator for this DDoS case.,unsupported,"The excerpts do not discuss traffic capture or preserving evidence. They instead cover TCP initiation direction, authentication attempt limits, and routing support.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0099,ieee-access-0045,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,Collect additional evidence before a disruptive decision.,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The excerpts do not justify traffic capture for DDoS investigation.,unsupported,No cited excerpt supports capturing traffic for validation or evidence preservation. The evidence is unrelated to this action.,remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0100,ieee-access-0045,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,Detector confidence is below the validated threshold.,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The cited material does not support notifying an operator based on low confidence or similar conditions.,unsupported,"The excerpts do not support notifying an operator. They discuss filtering, authentication controls, and routing, not escalation or human review.",remove,The independent checker found no useful support for the action.
BLOCK_TRAFFIC_PROFILE,1,True,EG-O-0101,ieee-access-0046,True,"['RFC8576-0026', 'RFC8576-0067', 'RFC8576-0019']",original,DDoS,Contain the specific high-rate profile associated with the DDoS alert while avoiding assumptions about device identity.,distributed denial of service flooding resource exhaustion availability filtering network traffic block filter validated malicious network traffic profile access control IoT predicted family DDoS proposed action BLOCK_TRAFFIC_PROFILE observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP reset events TCP reset flag events,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,"The evidence discusses routing and privacy, not blocking a traffic profile to contain DDoS.",unsupported,"The excerpts do not support blocking a traffic profile for DDoS containment. They discuss routing support, cryptographic overhead, and extraction/privacy risks, not blocking suspicious flow profiles.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,2,False,EG-O-0102,ieee-access-0046,True,"['RFC8576-0026', 'RFC8576-0067', 'RFC8576-0019']",original,DDoS,Preserve evidence and support validation of the attack pattern without executing changes on the device.,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP reset events TCP reset flag events,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,"The excerpts support traffic observation and analysis concepts generally, but not a capture-traffic action for DDoS.",unsupported,"The excerpts discuss routing and privacy/traffic analysis concerns, not capturing traffic to preserve evidence or validate DDoS patterns.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,3,False,EG-O-0103,ieee-access-0046,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DDoS,Human review is appropriate because mitigation is intent-only and identity is not validated.,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP reset events TCP reset flag events,plan,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"NIST guidance supports incident tracking and reporting confirmed incidents, which is consistent with notifying an operator, but it does not specifically support doing so because the alert is intent-only or identity is unvalidated.",generally_supported,NIST incident-response guidance that confirmed incidents should be automatically reported generally supports operator notification as part of response coordination. It does not specifically support notification because mitigation is intent-only or identity is unvalidated.,keep,General support is sufficient for this non-disruptive action.
BLOCK_TRAFFIC_PROFILE,1,True,EG-O-0104,ieee-access-0047,True,"['RFC8576-0026', 'RFC8576-0067', 'RFC8576-0019']",original,DDoS,Directly suppresses the observed ICMP flood pattern associated with DDoS while avoiding assumptions about device identity.,distributed denial of service flooding resource exhaustion availability filtering network traffic block filter validated malicious network traffic profile access control IoT predicted family DDoS proposed action BLOCK_TRAFFIC_PROFILE observed protocols ICMP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,The excerpts do not support blocking an ICMP flood profile.,unsupported,"Nothing in the excerpts supports blocking an ICMP flood profile or any traffic profile. The cited text is about routing, cryptographic overhead, and private-information extraction/traffic analysis.",remove,The independent checker found no useful support for the action.
RATE_LIMIT,2,True,EG-O-0105,ieee-access-0047,True,"['RFC8576-0026', 'RFC8576-0044', 'RFC8576-0020']",original,DDoS,Reduces resource-exhaustion pressure if complete blocking is too disruptive.,distributed denial of service flooding resource exhaustion availability filtering network traffic rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DDoS proposed action RATE_LIMIT observed protocols ICMP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,generally_supported,"RFC 8576 supports that IoT devices are vulnerable to resource-exhaustion attacks and mentions cookie-based countermeasures, which supports throttling/rate-limiting as a DoS-resistance objective, but not the specific action as stated.",generally_supported,"RFC 8576 identifies DoS/resource-exhaustion attacks against constrained devices and discusses DoS countermeasures, which generally supports taking measures to reduce load. However, it does not specifically endorse rate limiting as the action.",remove,General evidence is insufficient for a disruptive action without human approval.
INCREASE_LOGGING,3,False,EG-O-0106,ieee-access-0047,True,"['RFC8576-0026', 'RFC8576-0041', 'RFC8576-0067']",original,DDoS,"Collects additional evidence for confirmation, impact assessment, and possible false-positive review.",distributed denial of service flooding resource exhaustion availability filtering network traffic increase security event logging monitoring incident analysis IoT predicted family DDoS proposed action INCREASE_LOGGING observed protocols ICMP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,"The excerpts mention DoS resistance and privacy, but do not support increasing logging as a response.",unsupported,"The excerpts discuss IoT constraints, fragmentation/state-exhaustion risks, and privacy from observable packets, but do not support increasing logging for confirmation or false-positive review.",remove,The independent checker found no useful support for the action.
BLOCK_TRAFFIC_PROFILE,1,True,EG-O-0107,ieee-access-0048,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,Primary containment for a likely DDoS pattern using the observed flow profile.,distributed denial of service flooding resource exhaustion availability filtering network traffic block filter validated malicious network traffic profile access control IoT predicted family DDoS proposed action BLOCK_TRAFFIC_PROFILE observed protocols TCP ICMP ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The excerpts do not support blocking the traffic profile as DDoS containment.,generally_supported,"RFC 8520 explicitly supports dropping certain packets based on TCP connection initiation direction, which is a concrete traffic-blocking mechanism. But it does not support the broader action of blocking a high-rate DDoS traffic profile generally.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,2,False,EG-O-0108,ieee-access-0048,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,Preserve evidence and confirm whether the traffic is attack-shaped or incidental.,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols TCP ICMP ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The cited text does not support capturing traffic for DDoS confirmation.,unsupported,"No excerpt recommends packet capture or evidence preservation. The evidence concerns TCP filtering, authentication attempts, and routing.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,3,False,EG-O-0109,ieee-access-0048,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,Human review is appropriate because the alert is mitigation intent only and no validated device identifier is available.,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP ICMP ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,generally_supported,"The NIST excerpt supports incident tracking and reporting, which is compatible with operator notification, but not specifically because mitigation is intent-only or identity is unavailable.",unsupported,The cited excerpts do not mention operator notification or human review; they are unrelated to escalation for uncertain DDoS alerts.,keep,General support is sufficient for this non-disruptive action.
RATE_LIMIT,1,True,EG-O-0110,ieee-access-0049,True,"['RFC8576-0026', 'RFC8576-0044', 'RFC8576-0020']",original,DDoS,Reduce amplification of a likely volumetric flood while preserving some telemetry.,distributed denial of service flooding resource exhaustion availability filtering network traffic rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DDoS proposed action RATE_LIMIT observed protocols UDP DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,generally_supported,"RFC 8576 supports DoS resistance and resource-exhaustion countermeasures, which aligns with rate limiting, but it does not explicitly recommend rate limiting for this DDoS scenario.",generally_supported,"RFC 8576 discusses DoS/resource-exhaustion and countermeasures to resist such attacks, which generally supports reducing abusive traffic pressure. It does not specifically support rate limiting as the chosen mitigation.",remove,General evidence is insufficient for a disruptive action without human approval.
CAPTURE_TRAFFIC,2,False,EG-O-0111,ieee-access-0049,True,"['RFC8576-0026', 'RFC8576-0067', 'RFC8576-0019']",original,DDoS,Collect packet and flow evidence to confirm attack characteristics and support follow-up response.,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols UDP DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,The excerpts do not justify capture traffic as a DDoS response.,unsupported,"The excerpts mention routing and privacy/traffic-analysis issues, not capturing packets/flows for evidence or follow-up response.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,3,False,EG-O-0112,ieee-access-0049,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DDoS,Human review is appropriate because the alert lacks a validated device identifier and impacts may require broader network judgment.,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols UDP DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"NIST guidance on incident reporting and tracking supports notifying an operator, but not the specific rationale about unavailable device identity and broader network judgment.",generally_supported,"NIST SP 800-61r3 generally supports reporting confirmed incidents and coordinating response, which broadly supports operator notification. It does not specifically justify notification because device identity is unvalidated or broader judgment is needed.",keep,General support is sufficient for this non-disruptive action.
BLOCK_TRAFFIC_PROFILE,1,True,EG-O-0113,ieee-access-0050,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,Primary containment for a likely DDoS pattern to stop the offending traffic profile from consuming gateway or downstream resources.,distributed denial of service flooding resource exhaustion availability filtering network traffic block filter validated malicious network traffic profile access control IoT predicted family DDoS proposed action BLOCK_TRAFFIC_PROFILE observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The excerpts do not support blocking the traffic profile to stop gateway or downstream resource consumption.,generally_supported,"RFC 8520 directly supports a form of packet dropping based on policy conditions, which generally supports traffic blocking for containment. It does not specifically support blocking a DDoS traffic profile to protect gateway/downstream resources.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,2,False,EG-O-0114,ieee-access-0050,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,Preserve evidence and support validation of attack characteristics without assuming a validated device identifier.,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,No cited evidence supports capturing traffic in this way.,unsupported,None of the excerpts discuss capturing traffic or preserving evidence for validation. The evidence is unrelated to this action.,remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,3,False,EG-O-0115,ieee-access-0050,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,"Operator awareness is needed for coordinated response, especially because mitigation is intent-only and device identity is not established.",distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,generally_supported,"The cited incident-response guidance supports operator awareness and reporting, but not the specific rationale about intent-only mitigation and missing identity.",unsupported,"The excerpts do not support notifying an operator for coordinated response in this scenario; they cover filtering, authentication controls, and routing only.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,1,False,EG-O-0116,ieee-access-0051,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0067', 'RFC8576-0067']",original,DoS,Collect additional evidence before a disruptive decision.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,unsupported,"The excerpts discuss routing, evidence preservation in general, and privacy; none explicitly support capturing traffic as a DoS response or collecting packet evidence before a disruptive decision.",generally_supported,"NIST SP 800-61r3 explicitly supports collecting and retaining incident evidence, which generally supports capturing traffic as evidence, but it does not specifically call for traffic capture.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0117,ieee-access-0051,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DoS,Detector confidence is below the validated threshold.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,unsupported,"The excerpts mention incident tracking and reporting, but not notifying an operator because detector confidence is below threshold.",generally_supported,"NIST SP 800-61r3 says confirmed incidents should be automatically reported and incident status tracked, which generally supports operator notification, though not specifically for low-confidence detections.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0118,ieee-access-0052,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Collect additional evidence before a disruptive decision.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The excerpts concern TCP direction-initiated drops, authentication attempts, and RPL routing, not capturing traffic for evidence gathering.",unsupported,"The cited excerpts discuss TCP directionality rules, authentication-attempt limiting, and routing; none support capturing traffic to collect evidence.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0119,ieee-access-0052,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Detector confidence is below the validated threshold.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The excerpts support detection of attacks and general incident handling, but not operator notification specifically due to low detector confidence.",unsupported,"The excerpts address TCP connection direction, rate limiting authentication attempts, and routing support, but do not support notifying an operator.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0120,ieee-access-0053,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Collect additional evidence before a disruptive decision.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The evidence does not justify capture-trafffic for evidence collection; it is about packet dropping, authentication throttling, and routing support.",unsupported,"The cited material does not discuss evidence collection or traffic capture; it concerns TCP policy behavior, authentication throttling, and routing.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0121,ieee-access-0053,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Detector confidence is below the validated threshold.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The excerpts do not support notifying an operator because detector confidence is below threshold.,unsupported,"No excerpt supports operator notification; the evidence is about TCP direction rules, authentication-attempt controls, and routing.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0122,ieee-access-0054,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Collect additional evidence before a disruptive decision.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The cited passages discuss packet dropping rules and authentication throttling, not traffic capture as a response.",unsupported,"The excerpts do not support capturing traffic; they cover TCP initiation policy, login attempt limiting, and routing capabilities.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0123,ieee-access-0054,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Detector confidence is below the validated threshold.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,No excerpt supports notifying an operator for a confidence-threshold reason.,unsupported,Nothing cited supports notifying an operator; the material is unrelated to escalation or human review.,remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0124,ieee-access-0055,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0067', 'RFC8576-0067']",original,DoS,Collect additional evidence before a disruptive decision.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,escalate,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,unsupported,"The excerpts support collecting evidence in general and privacy considerations, but not the specific action of capturing traffic before a disruptive decision in a DoS context.",generally_supported,"NIST SP 800-61r3 supports collecting and retaining incident evidence, which generally supports capture of traffic for evidence, though not specifically packet capture.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0125,ieee-access-0055,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DoS,Detector confidence is below the validated threshold.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,escalate,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,unsupported,"The excerpts support incident reporting and tracking, but not notifying an operator due to low confidence.",generally_supported,"NIST SP 800-61r3 supports automatic reporting of confirmed incidents and tracking response actions, which generally supports notifying an operator.",remove,The independent checker found no useful support for the action.
RATE_LIMIT,1,True,EG-O-0126,ieee-access-0056,True,"['RFC8576-0026', 'RFC8576-0044', 'RFC8576-0020']",original,DoS,Throttle the anomalously high traffic rate to reduce service degradation risk.,denial of service resource exhaustion availability traffic filtering rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DoS proposed action RATE_LIMIT observed protocols UDP ICMP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,generally_supported,"The excerpts explicitly describe DoS attacks as resource-exhaustion attacks and note cookie-based countermeasures to delay state establishment. This supports the security objective of limiting DoS impact, but not rate limiting specifically.",unsupported,"The RFC excerpt supports DoS resistance via return-routability cookies, not rate limiting; the rest only describe routing and DoS susceptibility.",remove,General evidence is insufficient for a disruptive action without human approval.
