audit_id,item_type,case_id,action_index,predicted_family,route,action,rationale,approval_required,retrieval_query,evidence_refs,deterministic_eligible,sources,checker_a_label,checker_a_reason,checker_b_label,checker_b_reason,strict_decision,strict_reason,review_queue_decision,review_queue_reason
EG-O-0087,original,ieee-access-0039,2,Benign,monitor,MONITOR,Continue non-disruptive observation.,False,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging continuous monitoring detect anomalous behavior security events IoT predicted family Benign proposed action MONITOR observed protocols TCP UDP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.SP.800-213A-0054']",True,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-213A.pdf,directly_supported,"The excerpts explicitly support continuous monitoring and event identification, matching the monitor action.",directly_supported,"The excerpts explicitly support ongoing monitoring and identifying cybersecurity events, which directly supports the MONITOR action.",keep,The action has direct documentary support.,keep,The action has direct documentary support.
EG-O-0088,original,ieee-access-0040,1,Web,plan,INCREASE_LOGGING,Preserve more telemetry for the observed flow profile to improve attribution and confirm whether the web-family pattern is anomalous.,False,SQL injection invalid data input application layer user interface prevent system manipulation increase security event logging monitoring incident analysis IoT predicted family Web proposed action INCREASE_LOGGING observed protocols TCP UDP ICMP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['ETSI.EN.303.645.V3.1.3-0078', 'ETSI.EN.303.645.V3.1.3-0079', 'RFC8576-0041']",True,ETSI.EN.303.645.V3.1.3.pdf; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The excerpts discuss fragmentation, state exhaustion, and input validation, but not increasing logging for attribution or anomaly confirmation.",generally_supported,"ETSI's example of capturing an event as telemetry generally supports preserving more telemetry/visibility, but there is no explicit support for increasing logging for this flow profile.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0089,original,ieee-access-0040,2,Web,plan,CAPTURE_TRAFFIC,Collect additional packet-level evidence because the current CSV features are insufficient to validate device identity or payload intent.,False,SQL injection invalid data input application layer user interface prevent system manipulation collect network traffic evidence incident analysis monitoring IoT predicted family Web proposed action CAPTURE_TRAFFIC observed protocols TCP UDP ICMP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['ETSI.EN.303.645.V3.1.3-0078', 'ETSI.EN.303.645.V3.1.3-0079', 'NIST.SP.800-61r3-0067']",True,ETSI.EN.303.645.V3.1.3.pdf; ETSI.EN.303.645.V3.1.3.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support preserving incident evidence and capturing telemetry on invalid input, which generally supports collecting packet-level evidence, though packet capture is not explicitly named.",directly_supported,"NIST explicitly calls for collecting and retaining incident evidence, directly supporting packet-level traffic capture when current features are insufficient.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0090,original,ieee-access-0040,3,Web,plan,NOTIFY_OPERATOR,Operator review is warranted due to threshold-exceeding confidence and limited contextual certainty.,False,SQL injection invalid data input application layer user interface prevent system manipulation incident notification response escalation operator IoT predicted family Web proposed action NOTIFY_OPERATOR observed protocols TCP UDP ICMP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['ETSI.EN.303.645.V3.1.3-0078', 'ETSI.EN.303.645.V3.1.3-0079', 'NIST.SP.800-61r3-0062']",True,ETSI.EN.303.645.V3.1.3.pdf; ETSI.EN.303.645.V3.1.3.pdf; NIST.SP.800-61r3.pdf,unsupported,"The cited evidence supports input validation and incident status tracking, but not operator review due to limited contextual certainty.",generally_supported,"NIST generally supports automatic reporting of incidents, which aligns with notifying an operator, but not specifically for threshold/confidence-based review.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0091,original,ieee-access-0041,1,DDoS,escalate,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The excerpts discuss TCP direction-initiated dropping, authentication throttling, and RPL routing, but do not support capturing traffic for a DDoS investigation.",unsupported,"The excerpts discuss TCP direction-based filtering, authentication attempt limiting, and RPL routing support; none mention capturing traffic or preserving packet evidence for DDoS investigation.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0092,original,ieee-access-0041,2,DDoS,escalate,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The cited excerpts mention incident reporting and detection of authentication-abuse attacks, not operator notification because detector confidence is below a threshold.",unsupported,"The cited text does not support notifying an operator due to low detector confidence. It covers TCP filtering, credential-stuffing protections, and routing capabilities, not escalation or human review.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0093,original,ieee-access-0042,1,DDoS,escalate,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,"['RFC8576-0026', 'RFC8576-0067', 'RFC8576-0019']",True,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,"The excerpts cover privacy, routing attacks, and routing protocols, but do not justify capturing traffic for DDoS evidence collection.",unsupported,"The excerpts mention routing support, privacy risks from observing packets, and traffic analysis/routing attacks, but do not recommend capturing traffic as a response action.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0094,original,ieee-access-0042,2,DDoS,escalate,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",True,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"NIST supports tracking incidents, assigning actions, and incident response coordination; this supports notifying an operator in an incident workflow, though not the specific low-confidence rationale.",directly_supported,"NIST SP 800-61r3 says detection technologies should automatically report incidents they have confirmed, which directly supports notifying an operator upon a high-confidence suspected DDoS incident.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0095,original,ieee-access-0043,1,DDoS,escalate,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The evidence is about TCP direction-based packet dropping and authentication limits, not traffic capture for DDoS.",unsupported,"None of the excerpts support packet capture or evidence collection before mitigation; they cover TCP filtering, auth throttling, and routing support only.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0096,original,ieee-access-0043,2,DDoS,escalate,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The cited material does not support notification based on detector confidence; it discusses unrelated security controls and routing/traffic concepts.,unsupported,"The cited evidence does not address notifying an operator or human review thresholds; it discusses filtering, authentication attempt limits, and routing.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0097,original,ieee-access-0044,1,DDoS,escalate,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The excerpts do not support traffic capture as a DDoS response; they only mention packet dropping and unrelated IoT security topics.,unsupported,"The excerpts do not justify capturing traffic; they describe filtering semantics, login attempt limiting, and routing support rather than evidence collection.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0098,original,ieee-access-0044,2,DDoS,escalate,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,No excerpt supports notifying an operator due to threshold-based low confidence.,unsupported,"No excerpt supports operator notification or human review. The material is about traffic filtering, authentication limits, and RPL networking.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0099,original,ieee-access-0045,1,DDoS,escalate,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The evidence mentions DoS resistance and routing, but not a recommendation to capture traffic.",unsupported,The evidence does not support traffic capture for DDoS confirmation. It contains no guidance to record or preserve packet data.,remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0100,original,ieee-access-0045,2,DDoS,escalate,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The cited excerpts do not justify notifying an operator based on low detector confidence.,unsupported,"The cited excerpts do not discuss notifying operators or escalation; they concern TCP direction rules, auth throttling, and routing support.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0101,original,ieee-access-0046,1,DDoS,plan,RATE_LIMIT,Reduce impact from an unusually high-rate flow profile while preserving visibility for validation.,True,distributed denial of service flooding resource exhaustion availability filtering network traffic rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DDoS proposed action RATE_LIMIT observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP reset events TCP reset flag events,"['RFC8576-0026', 'RFC8576-0044', 'RFC8576-0020']",True,RFC8576.txt; RFC8576.txt; RFC8576.txt,generally_supported,"RFC 8576 supports DoS resistance and cookie-based mechanisms to delay state establishment, which aligns with rate limiting as a DoS mitigation objective, but not the exact action.",generally_supported,"RFC 8576 discusses DoS/resource-exhaustion threats and countermeasures that delay/respond to abusive request patterns, supporting the objective of reducing DoS impact, but it does not explicitly recommend rate limiting.",remove,General evidence is insufficient for a disruptive action without human approval.,keep,The disruptive action remains proposed but requires human approval.
EG-O-0102,original,ieee-access-0046,2,DDoS,plan,CAPTURE_TRAFFIC,"Collect packet evidence to confirm whether the flow is flooding, spoofed, or part of coordinated abuse.",False,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP reset events TCP reset flag events,"['RFC8576-0026', 'RFC8576-0067', 'RFC8576-0019']",True,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,"The evidence discusses routing/privacy/routing attacks, not packet capture to confirm flooding or spoofing.",unsupported,"The excerpts discuss packet observability for privacy concerns and routing attacks, not capturing traffic as an incident-response step for DDoS confirmation.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0103,original,ieee-access-0046,3,DDoS,plan,NOTIFY_OPERATOR,Escalate promptly because the alert is high confidence and availability impact is plausible.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP reset events TCP reset flag events,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",True,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"NIST incident-response guidance supports automatically reporting confirmed incidents and tracking actions, which generally supports operator notification, but not the specific rationale about high confidence and availability impact.",directly_supported,"NIST SP 800-61r3 states that detection technologies should automatically report incidents they have confirmed, directly supporting operator notification for a high-confidence suspected DDoS event.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0104,original,ieee-access-0047,1,DDoS,plan,CAPTURE_TRAFFIC,"Collect packet evidence to confirm source patterns, volume, and any spoofing indicators.",False,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols ICMP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,"['RFC8576-0026', 'RFC8576-0067', 'RFC8576-0019']",True,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,The excerpts do not support capturing traffic for source-pattern/spoofing confirmation.,unsupported,The cited material does not recommend packet capture; it only notes privacy implications of packet observation and routing attack possibilities.,remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0105,original,ieee-access-0047,2,DDoS,plan,NOTIFY_OPERATOR,Human review is appropriate because mitigation is intent-only and the alert lacks a validated device identifier.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols ICMP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",True,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"NIST supports incident reporting and coordination with third parties after an incident is declared, which generally supports notifying an operator, though not the stated device-identity rationale.",generally_supported,"NIST SP 800-61r3 supports reporting/coordination for incidents, which generally supports notifying an operator, but the excerpts do not support the specific rationale about missing validated device identifiers or intent-only mitigation.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0106,original,ieee-access-0048,1,DDoS,plan,RATE_LIMIT,Reduce flood intensity while limiting disruption to unrelated traffic.,True,distributed denial of service flooding resource exhaustion availability filtering network traffic rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DDoS proposed action RATE_LIMIT observed protocols TCP ICMP ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026', 'RFC8576-0044']",True,ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt; RFC8576.txt,generally_supported,"The excerpts support DoS resistance and delaying state establishment via cookie mechanisms, which aligns with rate limiting as a mitigation objective, but they do not explicitly recommend rate limiting.",generally_supported,"The ETSI excerpt supports limiting attempts within a time interval, and RFC 8576 discusses DoS resistance, so the general idea of constraining abusive rates is supported, though not specifically network rate limiting for DDoS flows.",remove,General evidence is insufficient for a disruptive action without human approval.,keep,The disruptive action remains proposed but requires human approval.
EG-O-0107,original,ieee-access-0048,2,DDoS,plan,CAPTURE_TRAFFIC,Preserve evidence and confirm whether the pattern is sustained or distributed.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols TCP ICMP ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The excerpts do not support capturing traffic to confirm whether a pattern is sustained or distributed.,unsupported,No excerpt supports capturing traffic to preserve evidence or determine whether activity is sustained or distributed.,remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0108,original,ieee-access-0048,3,DDoS,plan,NOTIFY_OPERATOR,Human review is appropriate because the alert is strong but not tied to a validated device identity.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP ICMP ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,generally_supported,"The cited incident-response guidance generally supports operator notification for a likely incident, but it does not specifically justify the device-identity reasoning.",unsupported,"The evidence does not address operator notification, identity validation, or human review; it covers filtering, auth attempt limits, and routing.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0109,original,ieee-access-0049,1,DDoS,plan,RATE_LIMIT,Reduce flood intensity while preserving gateway stability.,True,distributed denial of service flooding resource exhaustion availability filtering network traffic rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DDoS proposed action RATE_LIMIT observed protocols UDP DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,"['RFC8576-0026', 'RFC8576-0044', 'RFC8576-0020']",True,RFC8576.txt; RFC8576.txt; RFC8576.txt,generally_supported,"The DoS resistance excerpt supports limiting resource exhaustion and delaying state establishment, which is consistent with rate limiting as a mitigation goal, but not the exact action.",generally_supported,"RFC 8576 addresses DoS/resource exhaustion and discusses countermeasures, which generally supports limiting abusive traffic to preserve availability, but it does not explicitly call for rate limiting.",remove,General evidence is insufficient for a disruptive action without human approval.,keep,The disruptive action remains proposed but requires human approval.
EG-O-0110,original,ieee-access-0049,2,DDoS,plan,INCREASE_LOGGING,Collect more detail on the attack shape and any related source clustering.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic increase security event logging monitoring incident analysis IoT predicted family DDoS proposed action INCREASE_LOGGING observed protocols UDP DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,"['RFC8576-0026', 'RFC8576-0041', 'RFC8576-0067']",True,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,"The evidence mentions fragmentation and traffic-analysis/privacy issues, not increasing logging.",unsupported,"None of the excerpts mention increasing logging or collecting additional event detail; they discuss constraints, fragmentation-related attacks, and privacy from packet observation.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0111,original,ieee-access-0049,3,DDoS,plan,NOTIFY_OPERATOR,Human review is appropriate for high-confidence availability-impacting activity.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols UDP DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",True,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"NIST incident-response guidance supports automatic reporting and coordination on declared incidents, which generally supports notifying an operator, though not the exact availability/device-identity rationale.",directly_supported,"NIST SP 800-61r3 explicitly says detection technologies should automatically report confirmed incidents, directly supporting notifying an operator for a high-confidence availability-impacting event.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0112,original,ieee-access-0050,1,DDoS,plan,RATE_LIMIT,Reduce flood intensity while preserving gateway stability during suspected volumetric abuse.,True,distributed denial of service flooding resource exhaustion availability filtering network traffic rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DDoS proposed action RATE_LIMIT observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026', 'RFC8576-0044']",True,ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt; RFC8576.txt,generally_supported,"The excerpts support DoS resistance and cookie-based delay of state establishment, which aligns with rate limiting, but do not explicitly prescribe it.",generally_supported,"The excerpts support the security goal of resisting DoS and include limiting attempts over time, but they do not explicitly justify applying rate limiting to suspected volumetric DDoS traffic.",remove,General evidence is insufficient for a disruptive action without human approval.,keep,The disruptive action remains proposed but requires human approval.
EG-O-0113,original,ieee-access-0050,2,DDoS,plan,INCREASE_LOGGING,Improve visibility into the attack pattern and support post-incident analysis.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic increase security event logging monitoring incident analysis IoT predicted family DDoS proposed action INCREASE_LOGGING observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The cited material does not support increased logging; it covers TCP direction rules, authentication limits, and routing.",unsupported,"The cited excerpts do not discuss increasing logging or post-incident logging detail; they focus on filtering, auth throttling, and routing support.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0114,original,ieee-access-0050,3,DDoS,plan,NOTIFY_OPERATOR,Human review is warranted due to the high-confidence denial-of-service indication and lack of device identity.,False,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,generally_supported,"Incident-response coordination and automated reporting generally support operator notification for a serious alert, but the device-identity rationale is not supported.",unsupported,No cited excerpt supports notifying an operator because of high-confidence DoS or lack of device identity; the evidence is unrelated to escalation.,keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0115,original,ieee-access-0051,1,DoS,escalate,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,False,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['RFC8576-0026', 'NIST.SP.800-61r3-0067', 'RFC8576-0067']",True,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"The evidence supports collecting and retaining incident evidence generally, but not specifically traffic capture or the stated DoS context.",generally_supported,"NIST explicitly supports collecting and retaining incident evidence, which generally supports gathering traffic evidence before action, but it does not specifically call for packet/traffic capture.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0116,original,ieee-access-0051,2,DoS,escalate,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,False,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",True,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,unsupported,"The excerpts discuss detection/reporting and incident tracking, not notifying an operator because confidence is below threshold.",generally_supported,"NIST says confirmed incidents should be automatically reported, which generally supports notifying an operator, but it does not specifically support notification because confidence is below threshold or for unconfirmed detections.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0117,original,ieee-access-0052,1,DoS,escalate,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,False,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The cited text about packet dropping/stateful TCP handling and credential stuffing does not support traffic capture for evidence collection.,unsupported,"The excerpts discuss TCP directionality controls, credential-stuffing detection, and IoT routing, but do not support capturing traffic as evidence.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
