audit_id,predicted_family,action,rationale,cited_evidence,human_label,human_reason
EB-025,Benign,MONITOR,Continue non-disruptive observation.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""The Detect Function encompasses all of the monitoring and analysis activities performed to find and characterize potentially adverse events and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity...""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""...formation about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the monitoring (e.g., events or channels of interest) may be rel""}]",,
EB-026,Mirai,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""source"": ""NIST.IR.8259A.pdf"", ""excerpt"": ""...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre...""}, {""chunk_id"": ""NIST.SP.800-213A-0129"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""customers for how to implement malicious code protection in the IoT device and associated systems, as well as within related systems entry and exit points, and how to detect and eradicate malicious code. b. Providing education to IoT device customers for how to update the IoT device and related systems malicious code protection mechanisms when new releases are available, in accordance with organizational configuration management policy and procedures. c. Providing training and awareness information to IoT device customers that describe newly identified vulnerabilities and threats (such as zero-day malware) for the associated IoT device. d....""}]",,
EB-027,Mirai,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""source"": ""NIST.IR.8259A.pdf"", ""excerpt"": ""...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre...""}, {""chunk_id"": ""NIST.SP.800-213A-0129"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""...e has built-in anti-malware capabilities, the manufacturer should provide education to the IoT device customers describing how to use and/or configure malicious code protection mechanisms in IoT devices, supporting anti-malware tools, and related systems. e. Providing education describing the operational impacts of the anti-malware activities on mission critical processes in the system where the IoT device is used. f. Providing education describing the options and recommended responses to malicious code identification within the IoT device. NIST SP 800-213A GUIDANCE FOR THE FEDERAL GOVERNMENT IOT DEVICE CYBERSECURITY REQUIREMENT CATALOG EA""}]",,
EB-028,Recon,INCREASE_LOGGING,Increase visibility on the implicated gateway flow profile to capture follow-on indicators and support validation of recon behavior.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""The Detect Function encompasses all of the monitoring and analysis activities performed to find and characterize potentially adverse events and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity...""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m...""}]",,
EB-029,Recon,CAPTURE_TRAFFIC,"Packet capture can confirm whether the traffic is probing, scanning, or otherwise enumerating services without assuming device identity.","[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""The Detect Function encompasses all of the monitoring and analysis activities performed to find and characterize potentially adverse events and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity...""}, {""chunk_id"": ""NIST.SP.800-61r3-0067"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""sing chain-of-custody procedures might not be performed for every incident that occurs (e.g., most malware incidents will not result in prosecution). However, collected incident data is still considered evidence, which is defined as \u201cgrounds for belief or disbelief; data on which to base proof or to establish truth or falsehood\u201d [SP800-160v1]. R1: Collect and retain evidence from an incident in accordance with the organization\u2019s evidence preservation procedures and data retention policies, and consider factors such as the possibility of prosecution, and the cost of retaining the data and the hardware and software needed to access the data ...""}]",,
EB-030,Recon,NOTIFY_OPERATOR,Operator awareness is appropriate because the alert is high-confidence but mitigation remains intent-only and device identity is unverified.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""... and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring ...""}, {""chunk_id"": ""NIST.SP.800-61r3-0068"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""performing it in a superficial way may cause underestimation of the incident\u2019s magnitude, thus allowing the incident to continue indefinitely on other targets without the organization\u2019s knowledge or monitoring. RS.CO (Incident Response Reporting and Communication) Response activities are coordinated with internal and external stakeholders, as required by laws, regulations, or policies High N1: Incident response reporting and communication activities tend to fall into four categories. Incident coordination involves communicating current and planned incident response activities for a particular incident among the internal and external partie...""}]",,
EB-031,BruteForce,RATE_LIMIT,Reduce attempt volume while preserving limited connectivity during investigation.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0034"", ""source"": ""ETSI.EN.303.645.V3.1.3.pdf"", ""excerpt"": ""device shall provide to the user or an administrator a simple mechanism to change the authentication value used. EXAMPLE 3: For biometric authentication values the device manufacturer allows this change in authentication value through retraining against a new biometric. EXAMPLE 4: A parent in a household creates an account on the consumer IoT device for their child and selects and manages the PIN or password that the child uses. The parent is an administrator on the consumer IoT device and can restrict the child from changing the PIN or password. EXAMPLE 5: To make it simple for the user to change a password, the manufacturer designs the p...""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0035"", ""source"": ""ETSI.EN.303.645.V3.1.3.pdf"", ""excerpt"": ""...r IoT device has a limitation on the number of authentication attempts within a certain time interval. It also uses increasing time intervals between attempts. EXAMPLE 7: The client application is able to lock an account or to delay additional authentication attempts after a limited number of failed authentication attempts. This provision addresses attacks that perform \""credential stuffing\"" or exhaust an entire key-space. It is important that these types of attacks are detected by the consumer IoT device and defended against, whilst guarding against a related threat of \""resource exhaustion\"" and denial of service attacks. 5.2 Implement a...""}]",,
EB-032,BruteForce,NOTIFY_OPERATOR,Human review is appropriate given the likely credential attack and lack of validated device identity.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0034"", ""source"": ""ETSI.EN.303.645.V3.1.3.pdf"", ""excerpt"": ""device shall provide to the user or an administrator a simple mechanism to change the authentication value used. EXAMPLE 3: For biometric authentication values the device manufacturer allows this change in authentication value through retraining against a new biometric. EXAMPLE 4: A parent in a household creates an account on the consumer IoT device for their child and selects and manages the PIN or password that the child uses. The parent is an administrator on the consumer IoT device and can restrict the child from changing the PIN or password. EXAMPLE 5: To make it simple for the user to change a password, the manufacturer designs the p...""}, {""chunk_id"": ""NIST.SP.800-61r3-0069"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""...locations, and any other characteristics that apply to the organization. Incident notification is an evolving topic, and new laws and regulations are being established frequently. NIST SP 800-61r3 Incident Response Recommendations and April 2025 Considerations for Cyber Risk Management 31 CSF Element CSF Element Description Priority Recommendations, Considerations, Notes R4: Notify affected third parties of data breaches and other cybersecurity incidents in accordance with regulatory, legal, and contractual requirements. R5: Notify law enforcement agencies and regulatory bodies of incidents based on criteria in the incident response plan a""}]",,
EB-033,Benign,NO_ACTION,The detector classified the observation as benign.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""..., find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring to help ident...""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m...""}]",,
EB-034,Benign,MONITOR,Continue non-disruptive observation.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""The Detect Function encompasses all of the monitoring and analysis activities performed to find and characterize potentially adverse events and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity...""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""...formation about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the monitoring (e.g., events or channels of interest) may be rel""}]",,
EB-035,Spoofing,INCREASE_LOGGING,Improves evidence quality for a suspected spoofing condition without prematurely disrupting service.,"[{""chunk_id"": ""NIST.SP.800-61r3-0065"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""ed. R2: Take the possible operational disruption of incident recovery activities into account to determine when recovery should be initiated. RS.AN (Incident Analysis) Investigations are conducted to ensure effective response and support forensics and recovery activities High N1: The Incident Analysis Category focuses on investigating, determining, and documenting what has happened during an incident, as well as how and why it happened. RS.AN-03 Analysis is performed to establish what has taken place during an incident and the root cause of the incident High R1: Determine the sequence of events that have occurred during the incident and wh...""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m...""}]",,
EB-036,Spoofing,CAPTURE_TRAFFIC,Preserves packet-level evidence to validate whether the traffic is spoofed or otherwise anomalous.,"[{""chunk_id"": ""NIST.SP.800-61r3-0067"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""sing chain-of-custody procedures might not be performed for every incident that occurs (e.g., most malware incidents will not result in prosecution). However, collected incident data is still considered evidence, which is defined as \u201cgrounds for belief or disbelief; data on which to base proof or to establish truth or falsehood\u201d [SP800-160v1]. R1: Collect and retain evidence from an incident in accordance with the organization\u2019s evidence preservation procedures and data retention policies, and consider factors such as the possibility of prosecution, and the cost of retaining the data and the hardware and software needed to access the data ...""}, {""chunk_id"": ""NIST.SP.800-61r3-0065"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""ed. R2: Take the possible operational disruption of incident recovery activities into account to determine when recovery should be initiated. RS.AN (Incident Analysis) Investigations are conducted to ensure effective response and support forensics and recovery activities High N1: The Incident Analysis Category focuses on investigating, determining, and documenting what has happened during an incident, as well as how and why it happened. RS.AN-03 Analysis is performed to establish what has taken place during an incident and the root cause of the incident High R1: Determine the sequence of events that have occurred during the incident and wh...""}]",,
EB-037,Spoofing,NOTIFY_OPERATOR,Human review is warranted because device identity is unvalidated and the action is mitigation intent only.,"[{""chunk_id"": ""NIST.SP.800-61r3-0069"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""n place in advance to coordinate with affected parties about incidents when needed. RS.CO-02 Internal and external stakeholders are notified of incidents High R1: When an incident is analyzed and prioritized, the incident response team should coordinate with the appropriate individuals inside and outside of the organization so that all who need to be involved will play their roles. R2: Follow established procedures concerning incident coordination that include what must be reported to whom and at what times (e.g., initial notification, regular status updates). R3: Perform notifications in compliance with the current incident notification- ...""}, {""chunk_id"": ""NIST.SP.800-61r3-0068"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""performing it in a superficial way may cause underestimation of the incident\u2019s magnitude, thus allowing the incident to continue indefinitely on other targets without the organization\u2019s knowledge or monitoring. RS.CO (Incident Response Reporting and Communication) Response activities are coordinated with internal and external stakeholders, as required by laws, regulations, or policies High N1: Incident response reporting and communication activities tend to fall into four categories. Incident coordination involves communicating current and planned incident response activities for a particular incident among the internal and external partie...""}]",,
EB-038,BruteForce,INCREASE_LOGGING,Collect additional evidence for suspected repeated authentication attempts and support validation without assuming device identity.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0034"", ""source"": ""ETSI.EN.303.645.V3.1.3.pdf"", ""excerpt"": ""device shall provide to the user or an administrator a simple mechanism to change the authentication value used. EXAMPLE 3: For biometric authentication values the device manufacturer allows this change in authentication value through retraining against a new biometric. EXAMPLE 4: A parent in a household creates an account on the consumer IoT device for their child and selects and manages the PIN or password that the child uses. The parent is an administrator on the consumer IoT device and can restrict the child from changing the PIN or password. EXAMPLE 5: To make it simple for the user to change a password, the manufacturer designs the p...""}, {""chunk_id"": ""NIST.SP.800-61r3-0065"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""ed. R2: Take the possible operational disruption of incident recovery activities into account to determine when recovery should be initiated. RS.AN (Incident Analysis) Investigations are conducted to ensure effective response and support forensics and recovery activities High N1: The Incident Analysis Category focuses on investigating, determining, and documenting what has happened during an incident, as well as how and why it happened. RS.AN-03 Analysis is performed to establish what has taken place during an incident and the root cause of the incident High R1: Determine the sequence of events that have occurred during the incident and wh...""}]",,
EB-039,BruteForce,NOTIFY_OPERATOR,Low operational ambiguity remains because the alert is strong but device identity is unverified; operator review is appropriate.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0034"", ""source"": ""ETSI.EN.303.645.V3.1.3.pdf"", ""excerpt"": ""device shall provide to the user or an administrator a simple mechanism to change the authentication value used. EXAMPLE 3: For biometric authentication values the device manufacturer allows this change in authentication value through retraining against a new biometric. EXAMPLE 4: A parent in a household creates an account on the consumer IoT device for their child and selects and manages the PIN or password that the child uses. The parent is an administrator on the consumer IoT device and can restrict the child from changing the PIN or password. EXAMPLE 5: To make it simple for the user to change a password, the manufacturer designs the p...""}, {""chunk_id"": ""NIST.SP.800-61r3-0069"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""...locations, and any other characteristics that apply to the organization. Incident notification is an evolving topic, and new laws and regulations are being established frequently. NIST SP 800-61r3 Incident Response Recommendations and April 2025 Considerations for Cyber Risk Management 31 CSF Element CSF Element Description Priority Recommendations, Considerations, Notes R4: Notify affected third parties of data breaches and other cybersecurity incidents in accordance with regulatory, legal, and contractual requirements. R5: Notify law enforcement agencies and regulatory bodies of incidents based on criteria in the incident response plan a""}]",,
EB-040,Recon,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""The Detect Function encompasses all of the monitoring and analysis activities performed to find and characterize potentially adverse events and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity...""}, {""chunk_id"": ""NIST.SP.800-61r3-0067"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""sing chain-of-custody procedures might not be performed for every incident that occurs (e.g., most malware incidents will not result in prosecution). However, collected incident data is still considered evidence, which is defined as \u201cgrounds for belief or disbelief; data on which to base proof or to establish truth or falsehood\u201d [SP800-160v1]. R1: Collect and retain evidence from an incident in accordance with the organization\u2019s evidence preservation procedures and data retention policies, and consider factors such as the possibility of prosecution, and the cost of retaining the data and the hardware and software needed to access the data ...""}]",,
EB-041,Recon,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""... and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring ...""}, {""chunk_id"": ""NIST.SP.800-61r3-0068"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""performing it in a superficial way may cause underestimation of the incident\u2019s magnitude, thus allowing the incident to continue indefinitely on other targets without the organization\u2019s knowledge or monitoring. RS.CO (Incident Response Reporting and Communication) Response activities are coordinated with internal and external stakeholders, as required by laws, regulations, or policies High N1: Incident response reporting and communication activities tend to fall into four categories. Incident coordination involves communicating current and planned incident response activities for a particular incident among the internal and external partie...""}]",,
EB-042,Benign,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""The Detect Function encompasses all of the monitoring and analysis activities performed to find and characterize potentially adverse events and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity...""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": "". Capture of cybersecurity state information, logging of this information, and auditing of logs may be needed on the IoT device depending on its design, use case, and other considerations. Cybersecurity state awareness can be critical to ensuring trust in the device\u2019s operation, including device cybersecurity capabilities. Sub-Capabilities that may be necessary: (AEI) Access to Event Information Description: Ability to access IoT device state information. Discussion: Organizations may have various uses for IoT device cybersecurity state information which may require the device to collect and make such data available when necessary. Related...""}]",,
EB-043,Benign,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""..., find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring to help ident...""}, {""chunk_id"": ""NIST.IR.8259A-0022"", ""source"": ""NIST.IR.8259A.pdf"", ""excerpt"": ""ITY CORE BASELINE 10 This publication is available free of charge from: https://doi.org/10.6028/NIST.IR.8259A Device Cybersecurity Capability Common Elements Rationale IoT Reference Examples Cybersecurity State Awareness: The IoT device can report on its cybersecurity state and make that information accessible to authorized entities only. 1. The ability to report the device\u2019s cybersecurity state 2. The ability to differentiate between when a device will likely operate as expected from when it may be in a degraded cybersecurity state 3. The ability to restrict access to the state indicator so only authorized entities can view it 4. The abil...""}]",,
EB-044,DoS,RATE_LIMIT,Reduce impact from sustained high-rate traffic while preserving some visibility into the flow.,"[{""chunk_id"": ""RFC8576-0044"", ""source"": ""RFC8576.txt"", ""excerpt"": ""protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense...""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0035"", ""source"": ""ETSI.EN.303.645.V3.1.3.pdf"", ""excerpt"": ""...credential stuffing\"" or exhaust an entire key-space. It is important that these types of attacks are detected by the consumer IoT device and defended against, whilst guarding against a related threat of \""resource exhaustion\"" and denial of service attacks. 5.2 Implement a means to manage reports of vulnerabilities Manufacturers that provide IoT products have a duty of care to consumers and third parties who can be harmed by their failure to have a CVD programme in place. Additionally, companies that share this information through industry bodies can assist others who can be suffering from the same problem. Disclosures can comprise differ...""}]",,
EB-045,DoS,CAPTURE_TRAFFIC,Collect evidence to confirm whether the traffic is flood-like and to support downstream analysis.,"[{""chunk_id"": ""NIST.SP.800-61r3-0067"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""sing chain-of-custody procedures might not be performed for every incident that occurs (e.g., most malware incidents will not result in prosecution). However, collected incident data is still considered evidence, which is defined as \u201cgrounds for belief or disbelief; data on which to base proof or to establish truth or falsehood\u201d [SP800-160v1]. R1: Collect and retain evidence from an incident in accordance with the organization\u2019s evidence preservation procedures and data retention policies, and consider factors such as the possibility of prosecution, and the cost of retaining the data and the hardware and software needed to access the data ...""}, {""chunk_id"": ""NIST.SP.800-61r3-0065"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""ed. R2: Take the possible operational disruption of incident recovery activities into account to determine when recovery should be initiated. RS.AN (Incident Analysis) Investigations are conducted to ensure effective response and support forensics and recovery activities High N1: The Incident Analysis Category focuses on investigating, determining, and documenting what has happened during an incident, as well as how and why it happened. RS.AN-03 Analysis is performed to establish what has taken place during an incident and the root cause of the incident High R1: Determine the sequence of events that have occurred during the incident and wh...""}]",,
EB-046,DoS,NOTIFY_OPERATOR,Operator awareness is warranted because the detector confidence is above threshold and the gateway cannot validate a device identity.,"[{""chunk_id"": ""NIST.SP.800-61r3-0069"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""n place in advance to coordinate with affected parties about incidents when needed. RS.CO-02 Internal and external stakeholders are notified of incidents High R1: When an incident is analyzed and prioritized, the incident response team should coordinate with the appropriate individuals inside and outside of the organization so that all who need to be involved will play their roles. R2: Follow established procedures concerning incident coordination that include what must be reported to whom and at what times (e.g., initial notification, regular status updates). R3: Perform notifications in compliance with the current incident notification- ...""}, {""chunk_id"": ""NIST.SP.800-61r3-0063"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""...ion. RS.MA-03 Incidents are categorized and prioritized High R1: Perform a more detailed review of incidents to help categorize them by incident type (e.g., data breach, ransomware, account takeover, denial of service). NIST SP 800-61r3 Incident Response Recommendations and April 2025 Considerations for Cyber Risk Management 28 CSF Element CSF Element Description Priority Recommendations, Considerations, Notes R2: Prioritize how quickly incident response should be performed for each incident based on its scope, likely impact, time- critical nature, and resource availability. R3: Select incident response strategies for active incidents by b""}]",,
EB-047,Spoofing,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,"[{""chunk_id"": ""NIST.SP.800-61r3-0067"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""sing chain-of-custody procedures might not be performed for every incident that occurs (e.g., most malware incidents will not result in prosecution). However, collected incident data is still considered evidence, which is defined as \u201cgrounds for belief or disbelief; data on which to base proof or to establish truth or falsehood\u201d [SP800-160v1]. R1: Collect and retain evidence from an incident in accordance with the organization\u2019s evidence preservation procedures and data retention policies, and consider factors such as the possibility of prosecution, and the cost of retaining the data and the hardware and software needed to access the data ...""}, {""chunk_id"": ""NIST.SP.800-61r3-0065"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""ed. R2: Take the possible operational disruption of incident recovery activities into account to determine when recovery should be initiated. RS.AN (Incident Analysis) Investigations are conducted to ensure effective response and support forensics and recovery activities High N1: The Incident Analysis Category focuses on investigating, determining, and documenting what has happened during an incident, as well as how and why it happened. RS.AN-03 Analysis is performed to establish what has taken place during an incident and the root cause of the incident High R1: Determine the sequence of events that have occurred during the incident and wh...""}]",,
EB-048,Spoofing,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,"[{""chunk_id"": ""NIST.SP.800-61r3-0069"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""n place in advance to coordinate with affected parties about incidents when needed. RS.CO-02 Internal and external stakeholders are notified of incidents High R1: When an incident is analyzed and prioritized, the incident response team should coordinate with the appropriate individuals inside and outside of the organization so that all who need to be involved will play their roles. R2: Follow established procedures concerning incident coordination that include what must be reported to whom and at what times (e.g., initial notification, regular status updates). R3: Perform notifications in compliance with the current incident notification- ...""}, {""chunk_id"": ""NIST.SP.800-61r3-0068"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""performing it in a superficial way may cause underestimation of the incident\u2019s magnitude, thus allowing the incident to continue indefinitely on other targets without the organization\u2019s knowledge or monitoring. RS.CO (Incident Response Reporting and Communication) Response activities are coordinated with internal and external stakeholders, as required by laws, regulations, or policies High N1: Incident response reporting and communication activities tend to fall into four categories. Incident coordination involves communicating current and planned incident response activities for a particular incident among the internal and external partie...""}]",,
