action,action_index,approval_required,audit_id,case_id,deterministic_eligible,evidence_refs,item_type,predicted_family,rationale,retrieval_query,route,sources,checker_a_label,checker_a_reason,checker_b_label,checker_b_reason,strict_refined_decision,strict_refined_reason
RATE_LIMIT,1,True,EG-O-0109,ieee-access-0049,True,"['RFC8576-0026', 'RFC8576-0044', 'RFC8576-0020']",original,DDoS,Reduce flood intensity while preserving gateway stability.,distributed denial of service flooding resource exhaustion availability filtering network traffic rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DDoS proposed action RATE_LIMIT observed protocols UDP DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,generally_supported,"The DoS resistance excerpt supports limiting resource exhaustion and delaying state establishment, which is consistent with rate limiting as a mitigation goal, but not the exact action.",generally_supported,"RFC 8576 addresses DoS/resource exhaustion and discusses countermeasures, which generally supports limiting abusive traffic to preserve availability, but it does not explicitly call for rate limiting.",remove,General evidence is insufficient for a disruptive action without human approval.
INCREASE_LOGGING,2,False,EG-O-0110,ieee-access-0049,True,"['RFC8576-0026', 'RFC8576-0041', 'RFC8576-0067']",original,DDoS,Collect more detail on the attack shape and any related source clustering.,distributed denial of service flooding resource exhaustion availability filtering network traffic increase security event logging monitoring incident analysis IoT predicted family DDoS proposed action INCREASE_LOGGING observed protocols UDP DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,"The evidence mentions fragmentation and traffic-analysis/privacy issues, not increasing logging.",unsupported,"None of the excerpts mention increasing logging or collecting additional event detail; they discuss constraints, fragmentation-related attacks, and privacy from packet observation.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,3,False,EG-O-0111,ieee-access-0049,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DDoS,Human review is appropriate for high-confidence availability-impacting activity.,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols UDP DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"NIST incident-response guidance supports automatic reporting and coordination on declared incidents, which generally supports notifying an operator, though not the exact availability/device-identity rationale.",directly_supported,"NIST SP 800-61r3 explicitly says detection technologies should automatically report confirmed incidents, directly supporting notifying an operator for a high-confidence availability-impacting event.",keep,General support is sufficient for this non-disruptive action.
RATE_LIMIT,1,True,EG-O-0112,ieee-access-0050,True,"['ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026', 'RFC8576-0044']",original,DDoS,Reduce flood intensity while preserving gateway stability during suspected volumetric abuse.,distributed denial of service flooding resource exhaustion availability filtering network traffic rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DDoS proposed action RATE_LIMIT observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt; RFC8576.txt,generally_supported,"The excerpts support DoS resistance and cookie-based delay of state establishment, which aligns with rate limiting, but do not explicitly prescribe it.",generally_supported,"The excerpts support the security goal of resisting DoS and include limiting attempts over time, but they do not explicitly justify applying rate limiting to suspected volumetric DDoS traffic.",remove,General evidence is insufficient for a disruptive action without human approval.
INCREASE_LOGGING,2,False,EG-O-0113,ieee-access-0050,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,Improve visibility into the attack pattern and support post-incident analysis.,distributed denial of service flooding resource exhaustion availability filtering network traffic increase security event logging monitoring incident analysis IoT predicted family DDoS proposed action INCREASE_LOGGING observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The cited material does not support increased logging; it covers TCP direction rules, authentication limits, and routing.",unsupported,"The cited excerpts do not discuss increasing logging or post-incident logging detail; they focus on filtering, auth throttling, and routing support.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,3,False,EG-O-0114,ieee-access-0050,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DDoS,Human review is warranted due to the high-confidence denial-of-service indication and lack of device identity.,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,generally_supported,"Incident-response coordination and automated reporting generally support operator notification for a serious alert, but the device-identity rationale is not supported.",unsupported,No cited excerpt supports notifying an operator because of high-confidence DoS or lack of device identity; the evidence is unrelated to escalation.,keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,1,False,EG-O-0115,ieee-access-0051,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0067', 'RFC8576-0067']",original,DoS,Collect additional evidence before a disruptive decision.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"The evidence supports collecting and retaining incident evidence generally, but not specifically traffic capture or the stated DoS context.",generally_supported,"NIST explicitly supports collecting and retaining incident evidence, which generally supports gathering traffic evidence before action, but it does not specifically call for packet/traffic capture.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0116,ieee-access-0051,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DoS,Detector confidence is below the validated threshold.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,unsupported,"The excerpts discuss detection/reporting and incident tracking, not notifying an operator because confidence is below threshold.",generally_supported,"NIST says confirmed incidents should be automatically reported, which generally supports notifying an operator, but it does not specifically support notification because confidence is below threshold or for unconfirmed detections.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0117,ieee-access-0052,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Collect additional evidence before a disruptive decision.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The cited text about packet dropping/stateful TCP handling and credential stuffing does not support traffic capture for evidence collection.,unsupported,"The excerpts discuss TCP directionality controls, credential-stuffing detection, and IoT routing, but do not support capturing traffic as evidence.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0118,ieee-access-0052,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Detector confidence is below the validated threshold.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The evidence does not justify operator notification due to low detector confidence.,unsupported,"The cited excerpts concern TCP initiation policy, authentication-attempt limiting/detection, and routing; none support notifying an operator for this DoS case.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0119,ieee-access-0053,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Collect additional evidence before a disruptive decision.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The excerpts do not support traffic capture as a response action; they are unrelated or only discuss access-control behavior.,unsupported,"None of the excerpts address evidence collection or traffic capture; they focus on access-control behavior, authentication throttling/detection, and routing.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0120,ieee-access-0053,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Detector confidence is below the validated threshold.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The cited material does not support notifying an operator because detector confidence is below threshold.,unsupported,"The excerpts do not discuss operator notification or escalation; they concern TCP policy, credential-stuffing defenses, and routing.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0121,ieee-access-0054,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Collect additional evidence before a disruptive decision.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The excerpts do not support traffic capture for evidence gathering in this DoS case.,unsupported,The evidence does not mention collecting packet evidence or traffic capture.,remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0122,ieee-access-0054,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Detector confidence is below the validated threshold.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,No excerpt supports operator notification due to low confidence.,unsupported,"No excerpt supports notifying an operator; the material is about TCP connection direction, authentication attempt handling, and routing.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0123,ieee-access-0055,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0067', 'RFC8576-0067']",original,DoS,Collect additional evidence before a disruptive decision.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,escalate,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"The evidence supports preserving incident data as evidence, but not the specific action of capturing traffic.",generally_supported,"NIST supports collecting and retaining incident evidence, which generally supports capturing traffic for evidence, though not specifically packet capture.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0124,ieee-access-0055,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DoS,Detector confidence is below the validated threshold.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,escalate,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,unsupported,The cited excerpts do not support notifying an operator on the stated grounds.,generally_supported,"NIST supports automatic reporting of confirmed incidents, which generally supports notifying an operator, though not the specific rationale about low confidence.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0125,ieee-access-0056,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0067', 'RFC8576-0067']",original,DoS,Preserve packet evidence for validation and attribution of the suspected resource-exhaustion pattern.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols UDP ICMP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"The evidence supports collecting and retaining incident evidence generally, but not specifically packet capture or attribution of a DoS pattern.",generally_supported,"NIST supports collecting and retaining incident evidence, generally supporting preservation of packet evidence, but not specifically traffic capture for attribution/validation.",keep,General support is sufficient for this non-disruptive action.
RATE_LIMIT,2,True,EG-O-0126,ieee-access-0056,True,"['RFC8576-0026', 'RFC8576-0044', 'RFC8576-0020']",original,DoS,Reduce impact from the observed high-rate traffic while limiting disruption to unrelated flows.,denial of service resource exhaustion availability traffic filtering rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DoS proposed action RATE_LIMIT observed protocols UDP ICMP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,generally_supported,"The excerpts support DoS resistance and reducing resource exhaustion, but they do not specifically justify rate limiting.",generally_supported,"RFC8576 discusses DoS/resource-exhaustion threats and countermeasures to reduce responder state/resource impact, which generally supports mitigating load, but it does not explicitly support rate limiting as the action.",remove,General evidence is insufficient for a disruptive action without human approval.
NOTIFY_OPERATOR,3,False,EG-O-0127,ieee-access-0056,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DoS,Human review is appropriate because device identity is unvalidated and mitigation should be bounded to the observed flow profile.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols UDP ICMP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,unsupported,The evidence does not support operator notification based on unvalidated device identity.,generally_supported,"NIST generally supports reporting confirmed incidents, which can support operator notification, but the cited text does not support the specific rationale about unvalidated identity or bounded mitigation.",remove,The independent checker found no useful support for the action.
RATE_LIMIT,1,True,EG-O-0128,ieee-access-0057,True,"['ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0044', 'RFC8576-0026']",original,DoS,"Reduce the impact of the high-rate, SYN-heavy traffic while preserving some service continuity.",denial of service resource exhaustion availability traffic filtering rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DoS proposed action RATE_LIMIT observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt; RFC8576.txt,generally_supported,"The excerpts support limiting repeated attempts and DoS resistance, which aligns with rate limiting at a high level, but they do not explicitly recommend rate limiting network traffic.",generally_supported,"The excerpts support the objective of resisting resource-exhaustion/DoS and limiting abusive attempts, but they do not explicitly support applying rate limiting to SYN-heavy traffic.",remove,General evidence is insufficient for a disruptive action without human approval.
CAPTURE_TRAFFIC,2,False,EG-O-0129,ieee-access-0057,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,"Collect packet/flow evidence to validate whether the pattern is a flood, scan, or false positive.",denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The evidence does not specifically support traffic capture to validate flood/scan/false-positive hypotheses.,unsupported,"These excerpts discuss TCP direction controls, detection of credential-stuffing/key-space exhaustion, and routing; they do not support traffic capture for validation.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,3,False,EG-O-0130,ieee-access-0057,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Human review is warranted because the alert is high-confidence but device identity is not validated.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,No cited excerpt supports notifying an operator because device identity is not validated.,unsupported,No cited excerpt supports notifying an operator or human review for this situation.,remove,The independent checker found no useful support for the action.
RATE_LIMIT,1,True,EG-O-0131,ieee-access-0058,True,"['RFC8576-0026', 'RFC8576-0044', 'RFC8576-0020']",original,DoS,Reduce load from high-rate UDP traffic consistent with DoS behavior.,denial of service resource exhaustion availability traffic filtering rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DoS proposed action RATE_LIMIT observed protocols TCP UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,generally_supported,"The excerpts discuss DoS countermeasures and resource exhaustion, which broadly align with throttling, but they do not explicitly authorize rate limiting.",generally_supported,"RFC8576 supports the objective of mitigating DoS/resource exhaustion, but the excerpts do not explicitly support rate limiting high-rate UDP traffic.",remove,General evidence is insufficient for a disruptive action without human approval.
CAPTURE_TRAFFIC,2,False,EG-O-0132,ieee-access-0058,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0067', 'RFC8576-0067']",original,DoS,Collect evidence to confirm attack pattern and support triage without assuming device identity.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,plan,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"The evidence supports collecting and retaining incident evidence, but not specifically capturing traffic.",generally_supported,"NIST supports collecting and retaining incident evidence, which generally supports capturing traffic to confirm the pattern, though not specifically packet capture.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,3,False,EG-O-0133,ieee-access-0058,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DoS,Human review is appropriate because the output is mitigation intent only and the gateway scope lacks a validated device identifier.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,plan,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,unsupported,The excerpts do not support operator notification for the stated reason.,generally_supported,"NIST generally supports automatic reporting of confirmed incidents, so operator notification is generally supported, but not for the specific rationale about mitigation-intent output or missing validated identifier.",remove,The independent checker found no useful support for the action.
RATE_LIMIT,1,True,EG-O-0134,ieee-access-0059,True,"['ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0044', 'RFC8576-0026']",original,DoS,Throttle the high-rate SYN-dominant flow to reduce resource exhaustion while preserving some visibility.,denial of service resource exhaustion availability traffic filtering rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DoS proposed action RATE_LIMIT observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt; RFC8576.txt,generally_supported,"The cited material supports delaying or limiting repeated attempts and DoS countermeasures, but not specifically SYN traffic throttling.",generally_supported,"The excerpts support defending against resource-exhaustion and limiting abusive request patterns, but do not explicitly endorse rate limiting SYN-dominant flows.",remove,General evidence is insufficient for a disruptive action without human approval.
INCREASE_LOGGING,2,False,EG-O-0135,ieee-access-0059,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Collect more detail on the bursty SYN pattern and any upstream/downstream impact.,denial of service resource exhaustion availability traffic filtering increase security event logging monitoring incident analysis IoT predicted family DoS proposed action INCREASE_LOGGING observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The excerpts do not support increasing logging.,unsupported,"None of the excerpts explicitly or generally support increasing logging; they discuss TCP directionality, authentication throttling/detection, and routing.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,3,False,EG-O-0136,ieee-access-0059,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Human review is appropriate because the alert is flow-based and no validated device identity is available.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The evidence does not justify notifying an operator due to missing device identity.,unsupported,The cited material does not address notifying operators or human review.,remove,The independent checker found no useful support for the action.
RATE_LIMIT,1,True,EG-O-0137,ieee-access-0060,True,"['RFC8576-0026', 'RFC8576-0044', 'RFC8576-0020']",original,DoS,Best bounded containment for a likely flood pattern while avoiding immediate full isolation when device identity is unvalidated.,denial of service resource exhaustion availability traffic filtering rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DoS proposed action RATE_LIMIT observed protocols TCP UDP ICMP HTTP DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,generally_supported,"The excerpts support DoS countermeasures that delay state establishment and address resource exhaustion, which is directionally consistent with rate limiting, but not explicit.",generally_supported,"RFC8576 supports DoS resistance/resource-exhaustion mitigation generally, but not the specific mechanism of rate limiting as bounded containment.",remove,General evidence is insufficient for a disruptive action without human approval.
INCREASE_LOGGING,2,False,EG-O-0138,ieee-access-0060,True,"['RFC8576-0026', 'RFC8576-0041', 'RFC8520-0022']",original,DoS,"Collect additional evidence to confirm whether the pattern is persistent, distributed, or false positive.",denial of service resource exhaustion availability traffic filtering increase security event logging monitoring incident analysis IoT predicted family DoS proposed action INCREASE_LOGGING observed protocols TCP UDP ICMP HTTP DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,plan,RFC8576.txt; RFC8576.txt; RFC8520.txt,unsupported,The cited text about ACL/MUD features and fragmentation does not support increasing logging.,unsupported,"The excerpts mention state-exhaustion risks and ACL capabilities, but do not support increasing logging or collecting additional telemetry.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,3,False,EG-O-0139,ieee-access-0060,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DoS,Human review is appropriate because the alert is moderately confident and mitigation intent cannot execute actions.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP UDP ICMP HTTP DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,plan,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,unsupported,"The evidence supports incident tracking and reporting, not the specific act of notifying an operator for this reason.",generally_supported,"NIST generally supports automatic reporting of confirmed incidents, which can support operator notification, but not the specific rationale about moderate confidence or inability to execute actions.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0140,ieee-access-0061,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Collect additional evidence before a disruptive decision.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,The excerpts do not specifically support traffic capture as the recommended action.,unsupported,The evidence does not address evidence capture or packet collection.,remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0141,ieee-access-0061,True,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",original,DoS,Detector confidence is below the validated threshold.,denial of service resource exhaustion availability traffic filtering incident notification response escalation operator IoT predicted family DoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,No excerpt supports notifying an operator because detector confidence is below threshold.,unsupported,"The cited excerpts do not support operator notification; they address TCP policy, authentication attempt handling, and routing.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0142,ieee-access-0062,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0067', 'RFC8576-0067']",original,DoS,Collect additional evidence before a disruptive decision.,denial of service resource exhaustion availability traffic filtering collect network traffic evidence incident analysis monitoring IoT predicted family DoS proposed action CAPTURE_TRAFFIC observed protocols TCP UDP ICMP HTTP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"The evidence supports preserving incident data as evidence, but not specifically capturing traffic.",generally_supported,"NIST supports collecting and retaining incident evidence, which generally supports traffic capture before disruptive action, though not specifically packet capture.",keep,General support is sufficient for this non-disruptive action.
