audit_id,predicted_family,action,rationale,cited_evidence,support_label_direct_general_unsupported,action_appropriate_yes_no_unclear,reviewer_note
EVID-0047,Benign,INCREASE_LOGGING,Improve visibility into the observed flow profile to validate whether the pattern is normal or transiently suspicious.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""..., find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring to help ident..."", ""score"": 0.23376, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0022"", ""excerpt"": ""ITY CORE BASELINE 10 This publication is available free of charge from: https://doi.org/10.6028/NIST.IR.8259A Device Cybersecurity Capability Common Elements Rationale IoT Reference Examples Cybersecurity State Awareness: The IoT device can report on its cybersecurity state and make that information accessible to authorized entities only. 1. The ability to report the device\u2019s cybersecurity state 2. The ability to differentiate between when a device will likely operate as expected from when it may be in a degraded cybersecurity state 3. The ability to restrict access to the state indicator so only authorized entities can view it 4. The abil..."", ""score"": 0.164582, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m..."", ""score"": 0.163482, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,Monitoring guidance supports visibility generally but not increased logging specifically.
EVID-0046,Benign,CAPTURE_TRAFFIC,Collect packet-level evidence to validate whether the HTTPS/TCP activity is normal application traffic or an anomaly.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""..., find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring to help ident..."", ""score"": 0.23376, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0022"", ""excerpt"": ""ITY CORE BASELINE 10 This publication is available free of charge from: https://doi.org/10.6028/NIST.IR.8259A Device Cybersecurity Capability Common Elements Rationale IoT Reference Examples Cybersecurity State Awareness: The IoT device can report on its cybersecurity state and make that information accessible to authorized entities only. 1. The ability to report the device\u2019s cybersecurity state 2. The ability to differentiate between when a device will likely operate as expected from when it may be in a degraded cybersecurity state 3. The ability to restrict access to the state indicator so only authorized entities can view it 4. The abil..."", ""score"": 0.164582, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m..."", ""score"": 0.163482, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,Monitoring and state-awareness guidance support evidence gathering but not packet capture.
EVID-0087,DoS,CAPTURE_TRAFFIC,Collect packet evidence to confirm whether the high-rate UDP pattern is a flood or benign burst before stronger containment.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre..."", ""score"": 0.20251, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0048"", ""excerpt"": ""NIST.SP.800-213A 3. Ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device. 4. Ability to restrict updating actions to authorized entities. 5. Ability to restrict access to the cybersecurity state indicator to authorized entities. 6. Ability to restrict use of IoT device services. 7. Ability to enforce the established local and remote access requirements. 8. Ability to prevent external access to the IoT device management interface. 9. Ability to control the IoT device\u2019s logical interface (e.g., locally or remotely). 10. Ability to change IoT device logical..."", ""score"": 0.107413, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",unsupported,yes,Interface-control passages do not justify packet capture for a possible DoS event.
EVID-0033,Mirai,RESTRICT_EGRESS,Limit outbound propagation and command-and-control style communications while preserving core gateway monitoring.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre..."", ""score"": 0.216473, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0048"", ""excerpt"": ""NIST.SP.800-213A 3. Ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device. 4. Ability to restrict updating actions to authorized entities. 5. Ability to restrict access to the cybersecurity state indicator to authorized entities. 6. Ability to restrict use of IoT device services. 7. Ability to enforce the established local and remote access requirements. 8. Ability to prevent external access to the IoT device management interface. 9. Ability to control the IoT device\u2019s logical interface (e.g., locally or remotely). 10. Ability to change IoT device logical..."", ""score"": 0.114819, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0129"", ""excerpt"": ""customers for how to implement malicious code protection in the IoT device and associated systems, as well as within related systems entry and exit points, and how to detect and eradicate malicious code. b. Providing education to IoT device customers for how to update the IoT device and related systems malicious code protection mechanisms when new releases are available, in accordance with organizational configuration management policy and procedures. c. Providing training and awareness information to IoT device customers that describe newly identified vulnerabilities and threats (such as zero-day malware) for the associated IoT device. d...."", ""score"": 0.2089, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,"Passages support interface and malware controls, not outbound egress restriction."
EVID-0003,DoS,INCREASE_LOGGING,"Increase visibility to confirm whether the high-rate pattern is sustained and whether it maps to a single source, fan-out, or transient burst.","[{""chunk_id"": ""RFC8576-0044"", ""excerpt"": ""protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."", ""score"": 0.120832, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0035"", ""excerpt"": ""...credential stuffing\"" or exhaust an entire key-space. It is important that these types of attacks are detected by the consumer IoT device and defended against, whilst guarding against a related threat of \""resource exhaustion\"" and denial of service attacks. 5.2 Implement a means to manage reports of vulnerabilities Manufacturers that provide IoT products have a duty of care to consumers and third parties who can be harmed by their failure to have a CVD programme in place. Additionally, companies that share this information through industry bodies can assist others who can be suffering from the same problem. Disclosures can comprise differ..."", ""score"": 0.103854, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""RFC8576-0020"", ""excerpt"": ""...on of privilege: An attacker with low privileges can misuse additional flaws in the implemented authentication and authorization mechanisms of a thing to gain more privileged access to the thing and its data. 11. Denial of Service (DoS) attack: Often things have very limited memory and computation capabilities. Therefore, they are vulnerable to resource-exhaustion attack. Attackers can continuously send requests to specific things so as to deplete their resources. This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-no"", ""score"": 0.100946, ""source"": ""docs\\standards\\RFC8576.txt""}]",general,yes,"Passages describe DoS detection and risk, not increased logging."
EVID-0007,Web,NOTIFY_OPERATOR,Human review is warranted before containment because the alert lacks a validated device identity and the output is intent only.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0078"", ""excerpt"": ""...13 Validate input data Provision 5.13-1 Void. Provision 5.13-1A Data input at application layer to the device via user interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. EXAMPLE 1: Manipulation of the integrated database via SQL injection over a user interface is mitigated via discarding invalid data input. Systems can be subverted by incorrectly formatted data or code transferred across different types of interface. Automated tools such as fuzzers can be used by attackers or testers to exploit potential gaps and weaknesses that emerge as a result of not validating d..."", ""score"": 0.2829, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0079"", ""excerpt"": ""xploit potential gaps and weaknesses that emerge as a result of not validating data. EXAMPLE 2: The consumer IoT device receives data that is not of the expected type, for example executable code rather than user inputted text. The software on the consumer IoT device has been written so that the input is parameterized or \""escaped\"", preventing this code from being run. Provision 5.13-1B Data input at application layer to the device via network interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. NOTE: This includes network accessible APIs without prior authentication and n..."", ""score"": 0.149105, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}]",general,yes,"Passages support web-input validation, not operator notification."
EVID-0116,DDoS,INCREASE_LOGGING,Increase telemetry to support validation of a possible resource-exhaustion pattern without immediately disrupting service.,"[{""chunk_id"": ""RFC8576-0044"", ""excerpt"": ""protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."", ""score"": 0.130281, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""RFC8576-0020"", ""excerpt"": ""...on of privilege: An attacker with low privileges can misuse additional flaws in the implemented authentication and authorization mechanisms of a thing to gain more privileged access to the thing and its data. 11. Denial of Service (DoS) attack: Often things have very limited memory and computation capabilities. Therefore, they are vulnerable to resource-exhaustion attack. Attackers can continuously send requests to specific things so as to deplete their resources. This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-no"", ""score"": 0.108841, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0035"", ""excerpt"": ""...credential stuffing\"" or exhaust an entire key-space. It is important that these types of attacks are detected by the consumer IoT device and defended against, whilst guarding against a related threat of \""resource exhaustion\"" and denial of service attacks. 5.2 Implement a means to manage reports of vulnerabilities Manufacturers that provide IoT products have a duty of care to consumers and third parties who can be harmed by their failure to have a CVD programme in place. Additionally, companies that share this information through industry bodies can assist others who can be suffering from the same problem. Disclosures can comprise differ..."", ""score"": 0.111976, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}]",general,yes,"Passages describe DoS detection and risk, not increased logging."
EVID-0109,Mirai,NOTIFY_OPERATOR,Human review is warranted before stronger containment because the device identity is not established.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""... and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring ..."", ""score"": 0.225584, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.SP.800-61r3-0056"", ""excerpt"": ""...sful and failed access attempts into all controlled areas, the movement of people and equipment into and out of secure areas of facilities, and signs of tampering with physical access controls. DE.CM-03 Personnel activity and technology usage are monitored to find potentially adverse events High R1: Monitoring personnel activity and technology usage should include anomalous user activity or unusual patterns of activity, authentication and logical access attempts, and the use of deception technology. DE.CM-06 External service provider activities and services are monitored to find potentially adverse events High R1: Monitoring external se..."", ""score"": 0.064874, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.SP.800-213-0058"", ""excerpt"": ""...rest of a system might. For example, IoT devices with a short lifespan, limited functionality, or limited accessibility may not be subject to some threat sources (e.g., attackers aiming to do medium- to long-term reconnaissance) or some events (e.g., those that require extended, consistent network access). IoT devices will often have many of the same threat sources and events as the existing information system. There may be a set of unique IoT device threat sources and events as well as some information system threat sources and events that do not apply to the IoT device. In this sense, there are two classes when comparing threat source..."", ""score"": 0.073469, ""source"": ""docs\\standards\\NIST.SP.800-213.pdf""}]",general,yes,"Passages support monitoring and threat assessment, not operator notification."
EVID-0051,DoS,NOTIFY_OPERATOR,Escalate promptly because the alert has maximal model confidence and may require coordinated containment.,"[{""chunk_id"": ""RFC8576-0044"", ""excerpt"": ""protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."", ""score"": 0.120832, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""RFC8576-0020"", ""excerpt"": ""...on of privilege: An attacker with low privileges can misuse additional flaws in the implemented authentication and authorization mechanisms of a thing to gain more privileged access to the thing and its data. 11. Denial of Service (DoS) attack: Often things have very limited memory and computation capabilities. Therefore, they are vulnerable to resource-exhaustion attack. Attackers can continuously send requests to specific things so as to deplete their resources. This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-no"", ""score"": 0.100946, ""source"": ""docs\\standards\\RFC8576.txt""}]",general,yes,"Passages describe DoS risk, not operator notification."
EVID-0095,Mirai,NOTIFY_OPERATOR,Human review is appropriate because confidence is below threshold and the action cannot be executed automatically.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""... and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring ..."", ""score"": 0.246995, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.SP.800-61r3-0056"", ""excerpt"": ""...sful and failed access attempts into all controlled areas, the movement of people and equipment into and out of secure areas of facilities, and signs of tampering with physical access controls. DE.CM-03 Personnel activity and technology usage are monitored to find potentially adverse events High R1: Monitoring personnel activity and technology usage should include anomalous user activity or unusual patterns of activity, authentication and logical access attempts, and the use of deception technology. DE.CM-06 External service provider activities and services are monitored to find potentially adverse events High R1: Monitoring external se..."", ""score"": 0.071032, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.SP.800-213-0058"", ""excerpt"": ""...rest of a system might. For example, IoT devices with a short lifespan, limited functionality, or limited accessibility may not be subject to some threat sources (e.g., attackers aiming to do medium- to long-term reconnaissance) or some events (e.g., those that require extended, consistent network access). IoT devices will often have many of the same threat sources and events as the existing information system. There may be a set of unique IoT device threat sources and events as well as some information system threat sources and events that do not apply to the IoT device. In this sense, there are two classes when comparing threat source..."", ""score"": 0.080442, ""source"": ""docs\\standards\\NIST.SP.800-213.pdf""}]",general,yes,"Passages support monitoring and threat assessment, not operator notification."
EVID-0006,Recon,NOTIFY_OPERATOR,Human review is appropriate because confidence is below threshold and the alert cannot identify a specific device.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""... and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring ..."", ""score"": 0.225584, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.SP.800-61r3-0056"", ""excerpt"": ""...sful and failed access attempts into all controlled areas, the movement of people and equipment into and out of secure areas of facilities, and signs of tampering with physical access controls. DE.CM-03 Personnel activity and technology usage are monitored to find potentially adverse events High R1: Monitoring personnel activity and technology usage should include anomalous user activity or unusual patterns of activity, authentication and logical access attempts, and the use of deception technology. DE.CM-06 External service provider activities and services are monitored to find potentially adverse events High R1: Monitoring external se..."", ""score"": 0.064874, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}]",general,yes,"Passages support monitoring, not operator notification."
EVID-0098,Benign,NOTIFY_OPERATOR,Human review is appropriate because the alert is low confidence and device identity is unvalidated.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0034"", ""excerpt"": ""device shall provide to the user or an administrator a simple mechanism to change the authentication value used. EXAMPLE 3: For biometric authentication values the device manufacturer allows this change in authentication value through retraining against a new biometric. EXAMPLE 4: A parent in a household creates an account on the consumer IoT device for their child and selects and manages the PIN or password that the child uses. The parent is an administrator on the consumer IoT device and can restrict the child from changing the PIN or password. EXAMPLE 5: To make it simple for the user to change a password, the manufacturer designs the p..."", ""score"": 0.147426, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0060"", ""excerpt"": ""...e technology, risk and usage. Provision 5.5-7 The consumer IoT device shall protect the confidentiality of critical security parameters that are communicated via remotely accessible network interfaces. ETSI ETSI EN 303 645 V3.1.3 (2024-09) 22 Many different methods exist for enrolment and authentication. Some authentication values are provided by out-of-band authentication mechanisms, such as a QR code, and some are human-readable, such as a password. Where an authentication mechanism uses unique values per authentication attempt (e.g. in a challenge-response mechanism or when using one time passwords as a second factor), the response is n"", ""score"": 0.115056, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ble any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thresholds for any ability the device might have to lock or disable an account or to delay additional authentication attempts after too many failed authentication attempts \u2022 This capability supports vulnerability management, access management, d..."", ""score"": 0.103557, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}]",unsupported,yes,Authentication and interface-control passages do not justify operator notification for a benign alert.
EVID-0053,Benign,CAPTURE_TRAFFIC,Collect packet/flow evidence for offline review because the current features are insufficient to confirm benign behavior.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""..., find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring to help ident..."", ""score"": 0.23376, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0022"", ""excerpt"": ""ITY CORE BASELINE 10 This publication is available free of charge from: https://doi.org/10.6028/NIST.IR.8259A Device Cybersecurity Capability Common Elements Rationale IoT Reference Examples Cybersecurity State Awareness: The IoT device can report on its cybersecurity state and make that information accessible to authorized entities only. 1. The ability to report the device\u2019s cybersecurity state 2. The ability to differentiate between when a device will likely operate as expected from when it may be in a degraded cybersecurity state 3. The ability to restrict access to the state indicator so only authorized entities can view it 4. The abil..."", ""score"": 0.164582, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m..."", ""score"": 0.163482, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,"Passages support monitoring and state awareness, not packet capture."
EVID-0119,DoS,CAPTURE_TRAFFIC,Collect packet-level evidence to confirm whether the traffic is benign bursty activity or active denial-of-service behavior.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre..."", ""score"": 0.199431, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0048"", ""excerpt"": ""NIST.SP.800-213A 3. Ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device. 4. Ability to restrict updating actions to authorized entities. 5. Ability to restrict access to the cybersecurity state indicator to authorized entities. 6. Ability to restrict use of IoT device services. 7. Ability to enforce the established local and remote access requirements. 8. Ability to prevent external access to the IoT device management interface. 9. Ability to control the IoT device\u2019s logical interface (e.g., locally or remotely). 10. Ability to change IoT device logical..."", ""score"": 0.10578, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",unsupported,yes,Interface-control passages do not justify packet capture for DoS validation.
EVID-0067,Benign,NOTIFY_OPERATOR,Human review is appropriate because the detector is below threshold and the system cannot validate device identity.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0034"", ""excerpt"": ""device shall provide to the user or an administrator a simple mechanism to change the authentication value used. EXAMPLE 3: For biometric authentication values the device manufacturer allows this change in authentication value through retraining against a new biometric. EXAMPLE 4: A parent in a household creates an account on the consumer IoT device for their child and selects and manages the PIN or password that the child uses. The parent is an administrator on the consumer IoT device and can restrict the child from changing the PIN or password. EXAMPLE 5: To make it simple for the user to change a password, the manufacturer designs the p..."", ""score"": 0.147426, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0060"", ""excerpt"": ""...e technology, risk and usage. Provision 5.5-7 The consumer IoT device shall protect the confidentiality of critical security parameters that are communicated via remotely accessible network interfaces. ETSI ETSI EN 303 645 V3.1.3 (2024-09) 22 Many different methods exist for enrolment and authentication. Some authentication values are provided by out-of-band authentication mechanisms, such as a QR code, and some are human-readable, such as a password. Where an authentication mechanism uses unique values per authentication attempt (e.g. in a challenge-response mechanism or when using one time passwords as a second factor), the response is n"", ""score"": 0.115056, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ble any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thresholds for any ability the device might have to lock or disable an account or to delay additional authentication attempts after too many failed authentication attempts \u2022 This capability supports vulnerability management, access management, d..."", ""score"": 0.103557, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}]",unsupported,yes,Authentication and interface-control passages do not justify operator notification for a benign alert.
EVID-0084,Mirai,INCREASE_LOGGING,"Collect additional telemetry to support confirmation and incident scoping, since the CSV features do not provide a validated device identifier.","[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""... and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring ..."", ""score"": 0.225584, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.SP.800-61r3-0056"", ""excerpt"": ""...sful and failed access attempts into all controlled areas, the movement of people and equipment into and out of secure areas of facilities, and signs of tampering with physical access controls. DE.CM-03 Personnel activity and technology usage are monitored to find potentially adverse events High R1: Monitoring personnel activity and technology usage should include anomalous user activity or unusual patterns of activity, authentication and logical access attempts, and the use of deception technology. DE.CM-06 External service provider activities and services are monitored to find potentially adverse events High R1: Monitoring external se..."", ""score"": 0.064874, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}]",general,yes,"Passages support monitoring, but not specifically increased logging."
